data_type,link_id,tmc_corridor_name,from_node_id,to_node_id,vdf_code,QVDF_plf1,QVDF_qdf1,QVDF_n1,QVDF_s1,QVDF_cp1,QVDF_cd1,QVDF_alpha1,QVDF_beta1,QVDF_plf2,QVDF_qdf2,QVDF_n2,QVDF_s2,QVDF_cp2,QVDF_cd2,QVDF_alpha2,QVDF_beta2,QVDF_plf3,QVDF_qdf3,QVDF_n3,QVDF_s3,QVDF_cp3,QVDF_cd3,QVDF_alpha3,QVDF_beta3
vdf_code,,,,,0,0.3642406373491402,0.9151459204531841,1.0070863166518664,0.6214986115651725,0.11262008639476692,3.1549117235589708,0.12266889226723252,0.6259027475254186,0.16666666666666666,1.0,1.0160785379094843,0.8629120089146787,0.05192135253972615,6.290721283464775,0.13537950742879296,0.8767863723625626,0.25,1.0,1.0009279857418663,0.6532149889701742,0.11152396478267232,4.271027633230712,0.15354657411318523,0.6538211631663118
vdf_code,,,,,100,0.3333333333333333,1.0,1.0000000000000002,3.05075875357065,4.5399929824756514e-05,3.2517083747966797,0.0008838586653162806,3.050758753570651,0.16666666666666666,1.0,1.0000000000000002,0.050000093659880715,0.4643167589406772,6.200448859763884,0.2712903325483203,0.05000009365988073,0.25,1.0,1.0000000000000002,0.9046358512995076,0.03980071536237273,4.1793242165601034,0.07740418073902501,0.9046358512995079
vdf_code,,,,,101,0.5251661465905699,0.6347197653492441,1.0000000000000002,0.3326035556522466,1.011874766500721,3.4339311622092805,0.8134515294285236,0.33260355565224664,0.41467223264083813,0.40192386551964376,1.0629082462899069,1.072712533452334,0.31219053003391806,7.258318606127611,1.3958798857828156,1.1401949977050234,0.25,1.0,1.0191652211285116,0.313982582299197,1.194337810738703,4.771656523589583,1.040438009185193,0.3200001279194622
vdf_code,,,,,102,0.3333333333333333,1.0,1.040171112614472,1.023201440727606,0.05660641626180458,3.0949331956750057,0.09591786079739685,1.0643045810303646,0.16666666666666666,1.0,1.0488062099669868,1.0623970799599753,0.036877644233863145,6.184732503129185,0.1362884127315381,1.1142486549128157,0.25,1.0,1.0443073546798538,1.111620829454986,0.042472028269512234,4.088366415223311,0.10837103936810186,1.1608738078151615
vdf_code,,,,,103,0.3333333333333333,1.0,1.0545335283245694,0.9179691324915895,0.07204302317923655,3.0218037845272976,0.10603769038509811,0.9680292281794,0.16666666666666666,1.0,1.0533259055979993,1.2256490208903001,0.023397930108422903,6.195079957259486,0.11666690971925614,1.2910078648745766,0.25,1.0,1.0566097220815214,1.1311443618023942,0.035161968214784865,4.026264307514104,0.09063662169502415,1.1951781297581077
vdf_code,,,,,104,0.3642406373491402,0.9151459204531841,1.0070863166518664,0.6214986115651725,0.11262008639476692,3.1549117235589708,0.12266889226723252,0.6259027475254186,0.16666666666666666,1.0,1.0160785379094843,0.8629120089146787,0.05192135253972615,6.290721283464775,0.13537950742879296,0.8767863723625626,0.25,1.0,1.0009279857418663,0.6532149889701742,0.11152396478267232,4.271027633230712,0.15354657411318523,0.6538211631663118
vdf_code,,,,,105,0.5910591196903882,0.563959377714943,1.000000116031627,0.6036084827270978,0.09970459362602267,3.0603285420143496,0.10445461025363603,0.6036085527647721,0.807060030862406,0.2065108669655843,1.1691780122161932,0.050000000000000024,0.2006004648409934,7.208187841668878,0.11809240513392472,0.05845890061080969,0.25,1.0,1.000000002934975,0.05000000000000001,0.510365039301081,4.181336385019726,0.2923784775083086,0.050000000146748755
vdf_code,,,,,106,0.3642406373491402,0.9151459204531841,1.0070863166518664,0.6214986115651725,0.11262008639476692,3.1549117235589708,0.12266889226723252,0.6259027475254186,0.16666666666666666,1.0,1.0160785379094843,0.8629120089146787,0.05192135253972615,6.290721283464775,0.13537950742879296,0.8767863723625626,0.25,1.0,1.0009279857418663,0.6532149889701742,0.11152396478267232,4.271027633230712,0.15354657411318523,0.6538211631663118
vdf_code,,,,,200,0.3333333333333333,1.0,1.025327183506905,0.3455168711152412,0.6146883311609074,3.3097397373946245,0.49573689176730623,0.3542678403147086,0.16666666666666666,1.0,1.0209705090364367,0.21482008835481933,0.9022205773602836,6.807302837200343,0.7265261230123695,0.2193249749588722,0.25,1.0,1.0000000000000002,0.13949452191455203,1.5437111804488706,4.740791327826118,1.0229214069164134,0.13949452191455206
vdf_code,,,,,201,0.43449847199652997,0.7671680220224006,1.0470212241941987,0.8707026351785262,0.3949232089021959,3.3977722107926587,0.6109752632009964,0.9116441389937353,0.4427128253529072,0.37646676834765025,1.043779780616089,1.0083695865105917,0.23799934157671954,6.94487942232079,0.8959495981218688,1.0525157857879617,0.25,1.0,1.093997310302937,0.8356946695276091,0.4622551251802866,4.838499258996074,0.9206393370366728,0.9142477206977061
vdf_code,,,,,202,0.3333333333333333,1.0,1.021474129732159,0.6208200521284062,0.13285003323897382,3.090526040572366,0.14275204549638293,0.6341516224681373,0.16666666666666666,1.0,1.0414167034507216,1.0962133474500284,0.028592172488985924,6.174518166094956,0.11218002279546171,1.1416148905800891,0.25,1.0,1.020972621061179,0.6798210151588286,0.12201566473245921,4.18990643464488,0.17234627209433626,0.6940786436991807
vdf_code,,,,,203,0.3333333333333333,1.0,1.0261530483825245,0.8563412802915987,0.053039500032803194,3.065041811731673,0.07381654633725754,0.8787372152270179,0.16666666666666666,1.0,1.0320126516533943,0.9202937108393523,0.0400145272662888,6.151584485705277,0.11358374556585746,0.949754752823262,0.25,1.0,1.032464163914753,0.926126171112408,0.04406678020079129,4.055658247791642,0.08595112764680597,0.9561920829371438
vdf_code,,,,,204,0.3333333333333333,1.0,1.0296604293896665,0.6125900000020201,0.09974282088078293,3.0361501444479826,0.10503807909731763,0.6307596824418958,0.16666666666666666,1.0,1.0439565182647377,0.9816378727402421,0.04287139117151286,6.238958185722441,0.13793625490364456,1.0247872558227067,0.25,1.0,1.0859661805833671,1.383453084522918,0.01216954347948969,3.846245957528232,0.04184507300507981,1.5023832622156315
vdf_code,,,,,205,0.5845154201203011,0.570272950651548,1.0000000000200124,0.6506200687513994,0.25742580930304604,3.2179233645776493,0.29369039923799706,0.6506200687644199,0.3340057893653924,0.4989933467420779,1.0000000156142295,0.6443163633319788,0.1748520707413854,6.332025261995934,0.30627852434876796,0.6443163733924824,0.28445645495840294,0.8788691402223878,1.0000000000043534,0.771146737175524,0.12881858582897443,4.238490162595631,0.20924211909955043,0.771146737178881
vdf_code,,,,,206,0.5594426227324001,0.5958311358281646,1.0574552973387004,3.9999999999999996,0.013835705579817656,3.137727838884421,0.7152553639525,4.229821189354801,0.16666666666666666,1.0,1.0160785379094843,0.8629120089146787,0.05192135253972615,6.290721283464775,0.13537950742879296,0.8767863723625626,0.3970808562266024,0.6295946935737752,1.0018363749379824,3.010290875464347,0.012482228662672698,4.062033383860413,0.4526742915289831,3.015818898184087
vdf_code,,,,,300,0.3333333333333333,1.0,1.0306751677511552,0.5805099341051043,0.14008836048277784,3.030064223967572,0.1421963185776626,0.5983171737149905,0.16666666666666666,1.0,1.0404601318255053,1.1017467586379917,0.031564231900824705,6.200634379616276,0.12567760166399852,1.146323577730808,0.25,1.0,1.0153633073502617,1.127433324921638,0.03123977458546144,4.144404703745078,0.0827663938271358,1.1447544296093366
vdf_code,,,,,301,0.40406417264017186,0.8249514703452169,1.0000000000000002,0.3563505355974336,0.7994260476852054,3.487112575831938,0.6654034694552398,0.3563505355974337,0.37039232839003683,0.4499733225877197,1.0365622939666976,0.8441834689417066,0.37612917656299716,7.200198128889927,1.0619199029558286,0.8750487530949799,0.2684677280983602,0.9312106217414925,1.0687279840517232,0.951010411274916,0.373526419361945,4.819162438344221,0.8888595067489332,1.016371439654041
vdf_code,,,,,302,0.4138248368648686,0.8054937829702591,1.0000000000000002,0.47485303106572135,0.14379045901791646,3.118946260027642,0.13161638034418047,0.47485303106572146,0.16666666666666666,1.0,1.0230969887496735,0.9302943897085775,0.045956021541981036,6.177955830285018,0.13337045472006898,0.9517813887615608,0.25,1.0,1.0025898500449004,0.5435612005358266,0.1396573106076549,4.192155982555534,0.16232867402026152,0.5449689425354404
